voivodeship,fit error per day,beta,mortality,visibility,h inf prob,first day,last day,runs,shift,fname,optimize method,timestamp,fraction of infected customers at start
wielkopolskie,275.74,0.0200,0.0200,0.65,0.3049,32,66,12,10,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Wielkopolskie/raw data/Runs=12__g_size=(41, 41)__h_size=3__inf_cash=10__n=693__pct_inf_cust=0.013/Id=0010__b=0.020__m=0.020__v=0.650__h_inf_prob=0.305.csv",beta and mortality,2022-03-30 16:55:15,0.0001250
wielkopolskie,300.85,0.0200,0.0200,0.65,0.3049,32,66,12,17,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Wielkopolskie/raw data/Runs=12__g_size=(41, 41)__h_size=3__inf_cash=41__n=693__pct_inf_cust=0.013/Id=0000__b=0.020__m=0.020__v=0.650__h_inf_prob=0.305.csv",beta and mortality,2022-03-30 15:48:25,0.0001250
wielkopolskie,302.35,0.0200,0.0225,0.65,0.3049,32,66,12,18,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Wielkopolskie/raw data/Runs=12__g_size=(41, 41)__h_size=3__inf_cash=41__n=693__pct_inf_cust=0.013/Id=0002__b=0.020__m=0.022__v=0.650__h_inf_prob=0.305.csv",beta and mortality,2022-03-30 15:50:07,0.0001250
wielkopolskie,302.60,0.0200,0.0200,0.65,0.3049,32,66,12,11,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Wielkopolskie/raw data/Runs=12__g_size=(41, 41)__h_size=3__inf_cash=10__n=693__pct_inf_cust=0.013/Id=0011__b=0.020__m=0.020__v=0.650__h_inf_prob=0.305.csv",beta and mortality,2022-03-30 18:52:51,0.0001250
wielkopolskie,308.35,0.0200,0.0225,0.65,0.3049,32,66,12,11,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Wielkopolskie/raw data/Runs=12__g_size=(41, 41)__h_size=3__inf_cash=10__n=693__pct_inf_cust=0.013/Id=0013__b=0.020__m=0.022__v=0.650__h_inf_prob=0.305.csv",beta and mortality,2022-03-30 18:54:30,0.0001250
wielkopolskie,491.38,0.0225,0.0200,0.65,0.3361,32,66,12,13,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Wielkopolskie/raw data/Runs=12__g_size=(41, 41)__h_size=3__inf_cash=10__n=693__pct_inf_cust=0.013/Id=0001__b=0.022__m=0.020__v=0.650__h_inf_prob=0.336.csv",beta and mortality,2022-03-30 16:02:40,0.0001250
wielkopolskie,494.70,0.0225,0.0200,0.65,0.3361,32,66,12,14,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Wielkopolskie/raw data/Runs=12__g_size=(41, 41)__h_size=3__inf_cash=10__n=693__pct_inf_cust=0.013/Id=0012__b=0.022__m=0.020__v=0.650__h_inf_prob=0.336.csv",beta and mortality,2022-03-30 18:53:43,0.0001250
wielkopolskie,508.55,0.0225,0.0200,0.65,0.3361,32,66,12,21,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Wielkopolskie/raw data/Runs=12__g_size=(41, 41)__h_size=3__inf_cash=41__n=693__pct_inf_cust=0.013/Id=0001__b=0.022__m=0.020__v=0.650__h_inf_prob=0.336.csv",beta and mortality,2022-03-30 15:49:16,0.0001250
wielkopolskie,436834.16,0.0250,0.0200,0.65,0.3660,32,66,12,32,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Wielkopolskie/raw data/Runs=12__g_size=(41, 41)__h_size=3__inf_cash=41__n=693__pct_inf_cust=1.12/Id=0000__b=0.025__m=0.020__v=0.650__h_inf_prob=0.366.csv",beta and mortality,2022-03-29 15:47:39,nan
wielkopolskie,514022.01,0.0275,0.0200,0.65,0.3946,32,66,12,32,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Wielkopolskie/raw data/Runs=12__g_size=(41, 41)__h_size=3__inf_cash=41__n=693__pct_inf_cust=1.12/Id=0001__b=0.028__m=0.020__v=0.650__h_inf_prob=0.395.csv",beta and mortality,2022-03-29 15:48:29,nan
zachodniopomorskie,0.66,0.0225,0.0225,0.65,0.3361,45,57,12,28,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Zachodniopomorskie/raw data/Runs=12__g_size=(28, 28)__h_size=3__inf_cash=10__n=721__pct_inf_cust=0.005/Id=0002__b=0.022__m=0.022__v=0.650__h_inf_prob=0.336.csv",beta and mortality,2022-03-30 17:48:40,0.0000516
zachodniopomorskie,0.76,0.0227,0.0225,0.65,0.3379,45,57,12,25,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Zachodniopomorskie/raw data/Runs=12__g_size=(28, 28)__h_size=3__inf_cash=10__n=721__pct_inf_cust=0.005/Id=0008__b=0.023__m=0.023__v=0.650__h_inf_prob=0.338.csv",beta and mortality,2022-03-30 17:51:29,0.0000516
zachodniopomorskie,0.82,0.0224,0.0219,0.65,0.3349,45,57,12,26,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Zachodniopomorskie/raw data/Runs=12__g_size=(28, 28)__h_size=3__inf_cash=10__n=721__pct_inf_cust=0.005/Id=0006__b=0.022__m=0.022__v=0.650__h_inf_prob=0.335.csv",beta and mortality,2022-03-30 17:50:33,0.0000516
zachodniopomorskie,0.82,0.0222,0.0226,0.65,0.3325,45,57,12,27,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Zachodniopomorskie/raw data/Runs=12__g_size=(28, 28)__h_size=3__inf_cash=10__n=721__pct_inf_cust=0.005/Id=0007__b=0.022__m=0.023__v=0.650__h_inf_prob=0.332.csv",beta and mortality,2022-03-30 17:51:00,0.0000516
zachodniopomorskie,0.85,0.0225,0.0223,0.65,0.3360,45,57,12,27,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Zachodniopomorskie/raw data/Runs=12__g_size=(28, 28)__h_size=3__inf_cash=10__n=721__pct_inf_cust=0.005/Id=0009__b=0.022__m=0.022__v=0.650__h_inf_prob=0.336.csv",beta and mortality,2022-03-30 17:51:57,0.0000516
zachodniopomorskie,1.11,0.0241,0.0245,0.65,0.3549,45,57,12,31,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Zachodniopomorskie/raw data/Runs=12__g_size=(28, 28)__h_size=3__inf_cash=10__n=721__pct_inf_cust=0.005/Id=0003__b=0.024__m=0.024__v=0.650__h_inf_prob=0.355.csv",beta and mortality,2022-03-30 17:49:08,0.0000516
zachodniopomorskie,1.26,0.0225,0.0200,0.65,0.3361,45,57,12,24,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Zachodniopomorskie/raw data/Runs=12__g_size=(28, 28)__h_size=3__inf_cash=10__n=721__pct_inf_cust=0.005/Id=0001__b=0.022__m=0.020__v=0.650__h_inf_prob=0.336.csv",beta and mortality,2022-03-30 17:48:12,0.0000516
zachodniopomorskie,1.44,0.0231,0.0227,0.65,0.3434,45,57,12,28,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Zachodniopomorskie/raw data/Runs=12__g_size=(28, 28)__h_size=3__inf_cash=10__n=721__pct_inf_cust=0.005/Id=0005__b=0.023__m=0.023__v=0.650__h_inf_prob=0.343.csv",beta and mortality,2022-03-30 17:50:04,0.0000516
zachodniopomorskie,1.46,0.0213,0.0230,0.65,0.3218,45,57,12,22,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Zachodniopomorskie/raw data/Runs=12__g_size=(28, 28)__h_size=3__inf_cash=10__n=721__pct_inf_cust=0.005/Id=0004__b=0.021__m=0.023__v=0.650__h_inf_prob=0.322.csv",beta and mortality,2022-03-30 17:49:36,0.0000516
zachodniopomorskie,1.75,0.0200,0.0200,0.65,0.3049,45,57,12,22,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Zachodniopomorskie/raw data/Runs=12__g_size=(28, 28)__h_size=3__inf_cash=10__n=721__pct_inf_cust=0.005/Id=0000__b=0.020__m=0.020__v=0.650__h_inf_prob=0.305.csv",beta and mortality,2022-03-30 17:47:40,0.0000516
łódzkie,16.33,0.0172,0.0225,0.65,0.2681,34,104,12,5,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Łódzkie/raw data/Runs=12__g_size=(33, 33)__h_size=3__inf_cash=10__n=751__pct_inf_cust=0.004/Id=0009__b=0.017__m=0.023__v=0.650__h_inf_prob=0.268.csv",beta and mortality,2022-03-30 18:32:38,0.0000407
łódzkie,17.53,0.0151,0.0190,0.65,0.2398,34,104,12,14,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Łódzkie/raw data/Runs=12__g_size=(33, 33)__h_size=3__inf_cash=33__n=751__pct_inf_cust=0.004/Id=0004__b=0.015__m=0.019__v=0.650__h_inf_prob=0.240.csv",beta and mortality,2022-03-30 15:24:39,0.0000407
łódzkie,18.58,0.0151,0.0193,0.65,0.2394,34,104,12,18,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Łódzkie/raw data/Runs=12__g_size=(33, 33)__h_size=3__inf_cash=33__n=751__pct_inf_cust=0.004/Id=0009__b=0.015__m=0.019__v=0.650__h_inf_prob=0.239.csv",beta and mortality,2022-03-30 15:27:49,0.0000407
łódzkie,18.74,0.0145,0.0189,0.65,0.2311,34,104,12,9,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Łódzkie/raw data/Runs=12__g_size=(33, 33)__h_size=3__inf_cash=33__n=751__pct_inf_cust=0.004/Id=0008__b=0.014__m=0.019__v=0.650__h_inf_prob=0.231.csv",beta and mortality,2022-03-30 15:27:12,0.0000407
łódzkie,21.16,0.0155,0.0165,0.65,0.2448,34,104,12,12,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Łódzkie/raw data/Runs=12__g_size=(33, 33)__h_size=3__inf_cash=33__n=751__pct_inf_cust=0.004/Id=0005__b=0.015__m=0.017__v=0.650__h_inf_prob=0.245.csv",beta and mortality,2022-03-30 15:25:17,0.0000407
łódzkie,21.34,0.0175,0.0226,0.65,0.2723,34,104,12,5,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Łódzkie/raw data/Runs=12__g_size=(33, 33)__h_size=3__inf_cash=10__n=751__pct_inf_cust=0.004/Id=0003__b=0.018__m=0.023__v=0.650__h_inf_prob=0.272.csv",beta and mortality,2022-03-30 18:28:59,0.0000407
łódzkie,24.47,0.0177,0.0213,0.65,0.2749,34,104,12,6,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Łódzkie/raw data/Runs=12__g_size=(33, 33)__h_size=3__inf_cash=10__n=751__pct_inf_cust=0.004/Id=0007__b=0.018__m=0.021__v=0.650__h_inf_prob=0.275.csv",beta and mortality,2022-03-30 18:31:26,0.0000407
łódzkie,25.05,0.0163,0.0226,0.65,0.2554,34,104,12,9,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Łódzkie/raw data/Runs=12__g_size=(33, 33)__h_size=3__inf_cash=10__n=751__pct_inf_cust=0.004/Id=0005__b=0.016__m=0.023__v=0.650__h_inf_prob=0.255.csv",beta and mortality,2022-03-30 18:30:13,0.0000407
łódzkie,30.51,0.0179,0.0230,0.65,0.2781,34,104,12,13,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Łódzkie/raw data/Runs=12__g_size=(33, 33)__h_size=3__inf_cash=10__n=751__pct_inf_cust=0.004/Id=0008__b=0.018__m=0.023__v=0.650__h_inf_prob=0.278.csv",beta and mortality,2022-03-30 18:32:02,0.0000407
łódzkie,30.89,0.0175,0.0232,0.65,0.2725,34,104,12,15,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Łódzkie/raw data/Runs=12__g_size=(33, 33)__h_size=3__inf_cash=10__n=751__pct_inf_cust=0.004/Id=0006__b=0.018__m=0.023__v=0.650__h_inf_prob=0.272.csv",beta and mortality,2022-03-30 18:30:49,0.0000407
łódzkie,43.68,0.0150,0.0226,0.65,0.2382,34,104,12,-8,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Łódzkie/raw data/Runs=12__g_size=(33, 33)__h_size=3__inf_cash=10__n=751__pct_inf_cust=0.004/Id=0004__b=0.015__m=0.023__v=0.650__h_inf_prob=0.238.csv",beta and mortality,2022-03-30 18:29:36,0.0000407
łódzkie,53.67,0.0175,0.0197,0.65,0.2726,34,104,12,24,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Łódzkie/raw data/Runs=12__g_size=(33, 33)__h_size=3__inf_cash=33__n=751__pct_inf_cust=0.004/Id=0003__b=0.018__m=0.020__v=0.650__h_inf_prob=0.273.csv",beta and mortality,2022-03-30 15:24:01,0.0000407
łódzkie,54.20,0.0163,0.0192,0.65,0.2567,34,104,12,21,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Łódzkie/raw data/Runs=12__g_size=(33, 33)__h_size=3__inf_cash=33__n=751__pct_inf_cust=0.004/Id=0007__b=0.016__m=0.019__v=0.650__h_inf_prob=0.257.csv",beta and mortality,2022-03-30 15:26:34,0.0000407
łódzkie,85.23,0.0200,0.0225,0.65,0.3049,34,104,12,19,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Łódzkie/raw data/Runs=12__g_size=(33, 33)__h_size=3__inf_cash=10__n=751__pct_inf_cust=0.004/Id=0002__b=0.020__m=0.022__v=0.650__h_inf_prob=0.305.csv",beta and mortality,2022-03-30 18:28:24,0.0000407
łódzkie,87.10,0.0200,0.0200,0.65,0.3049,34,104,12,19,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Łódzkie/raw data/Runs=12__g_size=(33, 33)__h_size=3__inf_cash=10__n=751__pct_inf_cust=0.004/Id=0000__b=0.020__m=0.020__v=0.650__h_inf_prob=0.305.csv",beta and mortality,2022-03-30 18:27:10,0.0000407
łódzkie,131.97,0.0126,0.0189,0.65,0.2044,34,104,12,-10,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Łódzkie/raw data/Runs=12__g_size=(33, 33)__h_size=3__inf_cash=33__n=751__pct_inf_cust=0.004/Id=0006__b=0.013__m=0.019__v=0.650__h_inf_prob=0.204.csv",beta and mortality,2022-03-30 15:25:56,0.0000407
łódzkie,169.79,0.0225,0.0200,0.65,0.3361,34,104,12,26,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Łódzkie/raw data/Runs=12__g_size=(33, 33)__h_size=3__inf_cash=10__n=751__pct_inf_cust=0.004/Id=0001__b=0.022__m=0.020__v=0.650__h_inf_prob=0.336.csv",beta and mortality,2022-03-30 18:27:47,0.0000407
łódzkie,198.93,0.0200,0.0200,0.65,0.3049,34,104,12,34,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Łódzkie/raw data/Runs=12__g_size=(33, 33)__h_size=3__inf_cash=33__n=751__pct_inf_cust=0.004/Id=0010__b=0.020__m=0.020__v=0.650__h_inf_prob=0.305.csv",beta and mortality,2022-03-30 15:39:22,0.0000407
łódzkie,270.73,0.0200,0.0200,0.65,0.3049,34,104,12,34,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Łódzkie/raw data/Runs=12__g_size=(33, 33)__h_size=3__inf_cash=33__n=751__pct_inf_cust=0.004/Id=0000__b=0.020__m=0.020__v=0.650__h_inf_prob=0.305.csv",beta and mortality,2022-03-30 15:22:07,0.0000407
łódzkie,330.11,0.0200,0.0225,0.65,0.3049,34,104,12,34,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Łódzkie/raw data/Runs=12__g_size=(33, 33)__h_size=3__inf_cash=33__n=751__pct_inf_cust=0.004/Id=0002__b=0.020__m=0.022__v=0.650__h_inf_prob=0.305.csv",beta and mortality,2022-03-30 15:23:24,0.0000407
łódzkie,692.52,0.0225,0.0200,0.65,0.3361,34,104,12,34,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Łódzkie/raw data/Runs=12__g_size=(33, 33)__h_size=3__inf_cash=33__n=751__pct_inf_cust=0.004/Id=0001__b=0.022__m=0.020__v=0.650__h_inf_prob=0.336.csv",beta and mortality,2022-03-30 15:22:46,0.0000407
śląskie,174.90,0.0125,0.0196,0.65,0.2028,29,91,12,-21,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Śląskie/raw data/Runs=12__g_size=(43, 43)__h_size=3__inf_cash=10__n=814__pct_inf_cust=0.011/Id=0005__b=0.013__m=0.020__v=0.650__h_inf_prob=0.203.csv",beta and mortality,2022-03-30 17:42:33,0.0001051
śląskie,183.56,0.0110,0.0216,0.65,0.1805,29,91,12,-21,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Śląskie/raw data/Runs=12__g_size=(43, 43)__h_size=3__inf_cash=10__n=814__pct_inf_cust=0.011/Id=0007__b=0.011__m=0.022__v=0.650__h_inf_prob=0.180.csv",beta and mortality,2022-03-30 17:44:52,0.0001051
śląskie,189.71,0.0120,0.0192,0.65,0.1956,29,91,12,-21,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Śląskie/raw data/Runs=12__g_size=(43, 43)__h_size=3__inf_cash=10__n=814__pct_inf_cust=0.011/Id=0009__b=0.012__m=0.019__v=0.650__h_inf_prob=0.196.csv",beta and mortality,2022-03-30 17:47:11,0.0001051
śląskie,333.72,0.0135,0.0204,0.65,0.2174,29,91,12,-3,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Śląskie/raw data/Runs=12__g_size=(43, 43)__h_size=3__inf_cash=10__n=814__pct_inf_cust=0.011/Id=0008__b=0.014__m=0.020__v=0.650__h_inf_prob=0.217.csv",beta and mortality,2022-03-30 17:46:02,0.0001051
śląskie,484.52,0.0108,0.0178,0.65,0.1776,29,91,12,-45,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Śląskie/raw data/Runs=12__g_size=(43, 43)__h_size=3__inf_cash=10__n=814__pct_inf_cust=0.011/Id=0006__b=0.011__m=0.018__v=0.650__h_inf_prob=0.178.csv",beta and mortality,2022-03-30 17:43:42,0.0001051
śląskie,1183.44,0.0150,0.0198,0.65,0.2382,29,91,12,6,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Śląskie/raw data/Runs=12__g_size=(43, 43)__h_size=3__inf_cash=10__n=814__pct_inf_cust=0.011/Id=0004__b=0.015__m=0.020__v=0.650__h_inf_prob=0.238.csv",beta and mortality,2022-03-30 17:41:25,0.0001051
śląskie,2624.41,0.0175,0.0199,0.65,0.2723,29,91,12,18,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Śląskie/raw data/Runs=12__g_size=(43, 43)__h_size=3__inf_cash=10__n=814__pct_inf_cust=0.011/Id=0003__b=0.018__m=0.020__v=0.650__h_inf_prob=0.272.csv",beta and mortality,2022-03-30 17:40:15,0.0001051
śląskie,4118.76,0.0200,0.0200,0.65,0.3049,29,91,12,26,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Śląskie/raw data/Runs=12__g_size=(43, 43)__h_size=3__inf_cash=10__n=814__pct_inf_cust=0.011/Id=0000__b=0.020__m=0.020__v=0.650__h_inf_prob=0.305.csv",beta and mortality,2022-03-30 17:36:45,0.0001051
śląskie,4161.44,0.0200,0.0225,0.65,0.3049,29,91,12,27,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Śląskie/raw data/Runs=12__g_size=(43, 43)__h_size=3__inf_cash=10__n=814__pct_inf_cust=0.011/Id=0002__b=0.020__m=0.022__v=0.650__h_inf_prob=0.305.csv",beta and mortality,2022-03-30 17:39:06,0.0001051
śląskie,4962.86,0.0225,0.0200,0.65,0.3361,29,91,12,29,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Śląskie/raw data/Runs=12__g_size=(43, 43)__h_size=3__inf_cash=10__n=814__pct_inf_cust=0.011/Id=0001__b=0.022__m=0.020__v=0.650__h_inf_prob=0.336.csv",beta and mortality,2022-03-30 17:37:55,0.0001051
świętokrzyskie,2.30,0.0165,0.0194,0.65,0.2593,39,110,12,17,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Świętokrzyskie/raw data/Runs=12__g_size=(22, 22)__h_size=3__inf_cash=10__n=849__pct_inf_cust=0.004/Id=0005__b=0.017__m=0.019__v=0.650__h_inf_prob=0.259.csv",beta and mortality,2022-03-30 18:37:41,0.0000405
świętokrzyskie,2.62,0.0177,0.0190,0.65,0.2750,39,110,12,15,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Świętokrzyskie/raw data/Runs=12__g_size=(22, 22)__h_size=3__inf_cash=10__n=849__pct_inf_cust=0.004/Id=0003__b=0.018__m=0.019__v=0.650__h_inf_prob=0.275.csv",beta and mortality,2022-03-30 18:36:59,0.0000405
świętokrzyskie,3.06,0.0165,0.0201,0.65,0.2590,39,110,12,17,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Świętokrzyskie/raw data/Runs=12__g_size=(22, 22)__h_size=3__inf_cash=10__n=849__pct_inf_cust=0.004/Id=0006__b=0.017__m=0.020__v=0.650__h_inf_prob=0.259.csv",beta and mortality,2022-03-30 18:38:03,0.0000405
świętokrzyskie,3.69,0.0168,0.0194,0.65,0.2635,39,110,12,9,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Świętokrzyskie/raw data/Runs=12__g_size=(22, 22)__h_size=3__inf_cash=10__n=849__pct_inf_cust=0.004/Id=0008__b=0.017__m=0.019__v=0.650__h_inf_prob=0.264.csv",beta and mortality,2022-03-30 18:38:46,0.0000405
świętokrzyskie,3.76,0.0164,0.0194,0.65,0.2573,39,110,12,15,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Świętokrzyskie/raw data/Runs=12__g_size=(22, 22)__h_size=3__inf_cash=10__n=849__pct_inf_cust=0.004/Id=0009__b=0.016__m=0.019__v=0.650__h_inf_prob=0.257.csv",beta and mortality,2022-03-30 18:39:04,0.0000405
świętokrzyskie,4.24,0.0171,0.0166,0.65,0.2663,39,110,12,9,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Świętokrzyskie/raw data/Runs=12__g_size=(22, 22)__h_size=3__inf_cash=10__n=849__pct_inf_cust=0.004/Id=0004__b=0.017__m=0.017__v=0.650__h_inf_prob=0.266.csv",beta and mortality,2022-03-30 18:37:19,0.0000405
świętokrzyskie,5.34,0.0162,0.0189,0.65,0.2549,39,110,12,9,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Świętokrzyskie/raw data/Runs=12__g_size=(22, 22)__h_size=3__inf_cash=10__n=849__pct_inf_cust=0.004/Id=0007__b=0.016__m=0.019__v=0.650__h_inf_prob=0.255.csv",beta and mortality,2022-03-30 18:38:24,0.0000405
świętokrzyskie,14.51,0.0200,0.0200,0.65,0.3049,39,110,12,35,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Świętokrzyskie/raw data/Runs=12__g_size=(22, 22)__h_size=3__inf_cash=10__n=849__pct_inf_cust=0.004/Id=0000__b=0.020__m=0.020__v=0.650__h_inf_prob=0.305.csv",beta and mortality,2022-03-30 18:35:55,0.0000405
świętokrzyskie,32.96,0.0200,0.0225,0.65,0.3049,39,110,12,39,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Świętokrzyskie/raw data/Runs=12__g_size=(22, 22)__h_size=3__inf_cash=10__n=849__pct_inf_cust=0.004/Id=0002__b=0.020__m=0.022__v=0.650__h_inf_prob=0.305.csv",beta and mortality,2022-03-30 18:36:37,0.0000405
świętokrzyskie,56.99,0.0225,0.0200,0.65,0.3361,39,110,12,39,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Świętokrzyskie/raw data/Runs=12__g_size=(22, 22)__h_size=3__inf_cash=10__n=849__pct_inf_cust=0.004/Id=0001__b=0.022__m=0.020__v=0.650__h_inf_prob=0.336.csv",beta and mortality,2022-03-30 18:36:15,0.0000405
