voivodeship,fit error per day,beta,mortality,visibility,h inf prob,first day,last day,runs,shift,fname,optimize method,timestamp,fraction of infected customers at start
lubuskie,66.99,0.0194,0.0226,0.65,0.2969,80,140,12,80,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Lubuskie/raw data/Runs=12__g_size=(23, 23)__h_size=3__inf_cash=10__n=637__pct_inf_cust=0.0/Id=0005__b=0.019__m=0.023__v=0.650__h_inf_prob=0.297.csv",beta and mortality,2022-03-30 18:34:26,0.0000000
lubuskie,72.04,0.0202,0.0228,0.65,0.3069,80,140,12,80,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Lubuskie/raw data/Runs=12__g_size=(23, 23)__h_size=3__inf_cash=10__n=637__pct_inf_cust=0.0/Id=0007__b=0.020__m=0.023__v=0.650__h_inf_prob=0.307.csv",beta and mortality,2022-03-30 18:35:02,0.0000000
lubuskie,78.10,0.0225,0.0200,0.65,0.3361,80,140,12,80,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Lubuskie/raw data/Runs=12__g_size=(23, 23)__h_size=3__inf_cash=10__n=637__pct_inf_cust=0.0/Id=0001__b=0.022__m=0.020__v=0.650__h_inf_prob=0.336.csv",beta and mortality,2022-03-30 18:33:15,0.0000000
lubuskie,124.23,0.0190,0.0179,0.65,0.2915,80,140,24,80,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Lubuskie/raw data/Runs=24__g_size=(23, 23)__h_size=3__inf_cash=23__n=637__pct_inf_cust=0/Id=0005__b=0.019__m=0.018__v=0.650__h_inf_prob=0.292.csv",beta,2022-03-25 13:19:12,nan
lubuskie,148.73,0.0212,0.0169,0.65,0.3204,80,140,24,80,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Lubuskie/raw data/Runs=24__g_size=(23, 23)__h_size=3__inf_cash=23__n=637__pct_inf_cust=0/Id=0004__b=0.021__m=0.017__v=0.650__h_inf_prob=0.320.csv",beta,2022-03-25 13:18:42,nan
lubuskie,244.22,0.0228,0.0188,0.65,0.3397,80,140,24,80,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Lubuskie/raw data/Runs=24__g_size=(23, 23)__h_size=3__inf_cash=23__n=637__pct_inf_cust=0/Id=0003__b=0.023__m=0.019__v=0.650__h_inf_prob=0.340.csv",beta,2022-03-25 13:18:11,nan
lubuskie,483.40,0.0250,0.0200,0.65,0.3660,80,140,24,80,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Lubuskie/raw data/Runs=24__g_size=(23, 23)__h_size=3__inf_cash=23__n=637__pct_inf_cust=0/Id=0000__b=0.025__m=0.020__v=0.650__h_inf_prob=0.366.csv",beta,2022-03-25 13:16:40,nan
lubuskie,685.45,0.0250,0.0225,0.65,0.3660,80,140,24,80,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Lubuskie/raw data/Runs=24__g_size=(23, 23)__h_size=3__inf_cash=23__n=637__pct_inf_cust=0/Id=0002__b=0.025__m=0.022__v=0.650__h_inf_prob=0.366.csv",beta,2022-03-25 13:17:41,nan
lubuskie,859.12,0.0275,0.0200,0.65,0.3946,80,140,24,80,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Lubuskie/raw data/Runs=24__g_size=(23, 23)__h_size=3__inf_cash=23__n=637__pct_inf_cust=0/Id=0001__b=0.028__m=0.020__v=0.650__h_inf_prob=0.395.csv",beta,2022-03-25 13:17:11,nan
mazowieckie,35.00,0.0131,0.0244,0.65,0.2108,36,49,12,3,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Mazowieckie/raw data/Runs=12__g_size=(48, 48)__h_size=3__inf_cash=10__n=784__pct_inf_cust=0.022/Id=0005__b=0.013__m=0.024__v=0.650__h_inf_prob=0.211.csv",beta and mortality,2022-03-30 18:08:12,0.0002213
mazowieckie,35.91,0.0150,0.0228,0.65,0.2383,36,49,12,5,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Mazowieckie/raw data/Runs=12__g_size=(48, 48)__h_size=3__inf_cash=10__n=784__pct_inf_cust=0.022/Id=0004__b=0.015__m=0.023__v=0.650__h_inf_prob=0.238.csv",beta and mortality,2022-03-30 18:06:59,0.0002213
mazowieckie,46.78,0.0138,0.0254,0.65,0.2218,36,49,12,4,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Mazowieckie/raw data/Runs=12__g_size=(48, 48)__h_size=3__inf_cash=10__n=784__pct_inf_cust=0.022/Id=0007__b=0.014__m=0.025__v=0.650__h_inf_prob=0.222.csv",beta and mortality,2022-03-30 18:10:40,0.0002213
mazowieckie,50.67,0.0127,0.0239,0.65,0.2049,36,49,12,2,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Mazowieckie/raw data/Runs=12__g_size=(48, 48)__h_size=3__inf_cash=10__n=784__pct_inf_cust=0.022/Id=0008__b=0.013__m=0.024__v=0.650__h_inf_prob=0.205.csv",beta and mortality,2022-03-30 18:11:53,0.0002213
mazowieckie,73.29,0.0128,0.0246,0.65,0.2074,36,49,12,1,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Mazowieckie/raw data/Runs=12__g_size=(48, 48)__h_size=3__inf_cash=10__n=784__pct_inf_cust=0.022/Id=0009__b=0.013__m=0.025__v=0.650__h_inf_prob=0.207.csv",beta and mortality,2022-03-30 18:13:09,0.0002213
mazowieckie,77.40,0.0175,0.0226,0.65,0.2723,36,49,12,9,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Mazowieckie/raw data/Runs=12__g_size=(48, 48)__h_size=3__inf_cash=10__n=784__pct_inf_cust=0.022/Id=0003__b=0.018__m=0.023__v=0.650__h_inf_prob=0.272.csv",beta and mortality,2022-03-30 18:05:45,0.0002213
mazowieckie,103.23,0.0115,0.0225,0.65,0.1875,36,49,12,-2,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Mazowieckie/raw data/Runs=12__g_size=(48, 48)__h_size=3__inf_cash=10__n=784__pct_inf_cust=0.022/Id=0006__b=0.011__m=0.022__v=0.650__h_inf_prob=0.188.csv",beta and mortality,2022-03-30 18:09:26,0.0002213
mazowieckie,143.63,0.0200,0.0225,0.65,0.3049,36,49,12,10,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Mazowieckie/raw data/Runs=12__g_size=(48, 48)__h_size=3__inf_cash=10__n=784__pct_inf_cust=0.022/Id=0002__b=0.020__m=0.022__v=0.650__h_inf_prob=0.305.csv",beta and mortality,2022-03-30 18:04:31,0.0002213
mazowieckie,149.28,0.0200,0.0200,0.65,0.3049,36,49,12,10,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Mazowieckie/raw data/Runs=12__g_size=(48, 48)__h_size=3__inf_cash=10__n=784__pct_inf_cust=0.022/Id=0000__b=0.020__m=0.020__v=0.650__h_inf_prob=0.305.csv",beta and mortality,2022-03-30 18:02:04,0.0002213
mazowieckie,263.04,0.0225,0.0200,0.65,0.3361,36,49,12,11,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Mazowieckie/raw data/Runs=12__g_size=(48, 48)__h_size=3__inf_cash=10__n=784__pct_inf_cust=0.022/Id=0001__b=0.022__m=0.020__v=0.650__h_inf_prob=0.336.csv",beta and mortality,2022-03-30 18:03:17,0.0002213
małopolskie,0.99,0.0216,0.0205,0.65,0.3255,30,49,12,10,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Małopolskie/raw data/Runs=12__g_size=(38, 38)__h_size=3__inf_cash=10__n=787__pct_inf_cust=0.003/Id=0009__b=0.022__m=0.021__v=0.650__h_inf_prob=0.325.csv",beta and mortality,2022-03-30 18:26:34,0.0000293
małopolskie,1.66,0.0218,0.0203,0.65,0.3278,30,49,12,9,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Małopolskie/raw data/Runs=12__g_size=(38, 38)__h_size=3__inf_cash=10__n=787__pct_inf_cust=0.003/Id=0008__b=0.022__m=0.020__v=0.650__h_inf_prob=0.328.csv",beta and mortality,2022-03-30 18:25:45,0.0000293
małopolskie,1.73,0.0219,0.0200,0.65,0.3284,30,49,12,9,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Małopolskie/raw data/Runs=12__g_size=(38, 38)__h_size=3__inf_cash=10__n=787__pct_inf_cust=0.003/Id=0005__b=0.022__m=0.020__v=0.650__h_inf_prob=0.328.csv",beta and mortality,2022-03-30 18:23:21,0.0000293
małopolskie,1.81,0.0225,0.0200,0.65,0.3361,30,49,12,13,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Małopolskie/raw data/Runs=12__g_size=(38, 38)__h_size=3__inf_cash=10__n=787__pct_inf_cust=0.003/Id=0001__b=0.022__m=0.020__v=0.650__h_inf_prob=0.336.csv",beta and mortality,2022-03-30 18:20:09,0.0000293
małopolskie,1.96,0.0200,0.0200,0.65,0.3049,30,49,12,9,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Małopolskie/raw data/Runs=12__g_size=(38, 38)__h_size=3__inf_cash=10__n=787__pct_inf_cust=0.003/Id=0000__b=0.020__m=0.020__v=0.650__h_inf_prob=0.305.csv",beta and mortality,2022-03-30 18:19:20,0.0000293
małopolskie,1.98,0.0225,0.0225,0.65,0.3361,30,49,12,9,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Małopolskie/raw data/Runs=12__g_size=(38, 38)__h_size=3__inf_cash=10__n=787__pct_inf_cust=0.003/Id=0002__b=0.022__m=0.022__v=0.650__h_inf_prob=0.336.csv",beta and mortality,2022-03-30 18:20:58,0.0000293
małopolskie,2.31,0.0219,0.0131,0.65,0.3281,30,49,24,14,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Małopolskie/raw data/Runs=24__g_size=(38, 38)__h_size=3__inf_cash=38__n=787__pct_inf_cust=0/Id=0007__b=0.022__m=0.013__v=0.650__h_inf_prob=0.328.csv",beta,2022-03-25 14:06:56,nan
małopolskie,2.44,0.0217,0.0206,0.65,0.3267,30,49,12,9,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Małopolskie/raw data/Runs=12__g_size=(38, 38)__h_size=3__inf_cash=10__n=787__pct_inf_cust=0.003/Id=0006__b=0.022__m=0.021__v=0.650__h_inf_prob=0.327.csv",beta and mortality,2022-03-30 18:24:09,0.0000293
małopolskie,2.61,0.0218,0.0193,0.65,0.3280,30,49,12,11,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Małopolskie/raw data/Runs=12__g_size=(38, 38)__h_size=3__inf_cash=10__n=787__pct_inf_cust=0.003/Id=0007__b=0.022__m=0.019__v=0.650__h_inf_prob=0.328.csv",beta and mortality,2022-03-30 18:24:58,0.0000293
małopolskie,2.73,0.0233,0.0191,0.65,0.3460,30,49,12,10,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Małopolskie/raw data/Runs=12__g_size=(38, 38)__h_size=3__inf_cash=10__n=787__pct_inf_cust=0.003/Id=0004__b=0.023__m=0.019__v=0.650__h_inf_prob=0.346.csv",beta and mortality,2022-03-30 18:22:33,0.0000293
małopolskie,3.43,0.0241,0.0181,0.65,0.3558,30,49,12,9,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Małopolskie/raw data/Runs=12__g_size=(38, 38)__h_size=3__inf_cash=10__n=787__pct_inf_cust=0.003/Id=0003__b=0.024__m=0.018__v=0.650__h_inf_prob=0.356.csv",beta and mortality,2022-03-30 18:21:45,0.0000293
małopolskie,3.93,0.0217,0.0137,0.65,0.3266,30,49,24,15,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Małopolskie/raw data/Runs=24__g_size=(38, 38)__h_size=3__inf_cash=38__n=787__pct_inf_cust=0/Id=0006__b=0.022__m=0.014__v=0.650__h_inf_prob=0.327.csv",beta,2022-03-25 14:05:28,nan
małopolskie,4.78,0.0229,0.0140,0.65,0.3416,30,49,24,17,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Małopolskie/raw data/Runs=24__g_size=(38, 38)__h_size=3__inf_cash=38__n=787__pct_inf_cust=0/Id=0005__b=0.023__m=0.014__v=0.650__h_inf_prob=0.342.csv",beta,2022-03-25 14:04:00,nan
małopolskie,5.14,0.0225,0.0164,0.65,0.3360,30,49,24,17,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Małopolskie/raw data/Runs=24__g_size=(38, 38)__h_size=3__inf_cash=38__n=787__pct_inf_cust=0/Id=0004__b=0.022__m=0.016__v=0.650__h_inf_prob=0.336.csv",beta,2022-03-25 14:02:32,nan
małopolskie,10.70,0.0227,0.0189,0.65,0.3390,30,49,24,20,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Małopolskie/raw data/Runs=24__g_size=(38, 38)__h_size=3__inf_cash=38__n=787__pct_inf_cust=0/Id=0003__b=0.023__m=0.019__v=0.650__h_inf_prob=0.339.csv",beta,2022-03-25 14:01:03,nan
małopolskie,12.16,0.0250,0.0200,0.65,0.3660,30,49,24,20,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Małopolskie/raw data/Runs=24__g_size=(38, 38)__h_size=3__inf_cash=38__n=787__pct_inf_cust=0/Id=0000__b=0.025__m=0.020__v=0.650__h_inf_prob=0.366.csv",beta,2022-03-25 13:56:33,nan
małopolskie,14.98,0.0250,0.0225,0.65,0.3660,30,49,24,21,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Małopolskie/raw data/Runs=24__g_size=(38, 38)__h_size=3__inf_cash=38__n=787__pct_inf_cust=0/Id=0002__b=0.025__m=0.022__v=0.650__h_inf_prob=0.366.csv",beta,2022-03-25 13:59:32,nan
małopolskie,18.15,0.0275,0.0200,0.65,0.3946,30,49,24,21,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Małopolskie/raw data/Runs=24__g_size=(38, 38)__h_size=3__inf_cash=38__n=787__pct_inf_cust=0/Id=0001__b=0.028__m=0.020__v=0.650__h_inf_prob=0.395.csv",beta,2022-03-25 13:58:02,nan
opolskie,2.11,0.0163,0.0186,0.65,0.2562,49,76,12,4,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Opolskie/raw data/Runs=12__g_size=(20, 20)__h_size=3__inf_cash=10__n=818__pct_inf_cust=0.036/Id=0008__b=0.016__m=0.019__v=0.650__h_inf_prob=0.256.csv",beta and mortality,2022-03-30 17:29:17,0.0003562
opolskie,3.10,0.0163,0.0192,0.65,0.2567,49,76,12,2,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Opolskie/raw data/Runs=12__g_size=(20, 20)__h_size=3__inf_cash=10__n=818__pct_inf_cust=0.036/Id=0005__b=0.016__m=0.019__v=0.650__h_inf_prob=0.257.csv",beta and mortality,2022-03-30 17:28:20,0.0003562
opolskie,3.18,0.0175,0.0195,0.65,0.2728,49,76,12,8,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Opolskie/raw data/Runs=12__g_size=(20, 20)__h_size=3__inf_cash=10__n=818__pct_inf_cust=0.036/Id=0003__b=0.018__m=0.020__v=0.650__h_inf_prob=0.273.csv",beta and mortality,2022-03-30 17:27:44,0.0003562
opolskie,3.21,0.0188,0.0200,0.65,0.2887,49,76,12,-3,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Opolskie/raw data/Runs=12__g_size=(20, 20)__h_size=3__inf_cash=20__n=818__pct_inf_cust=0/Id=0005__b=0.019__m=0.020__v=0.650__h_inf_prob=0.289.csv",beta,2022-03-24 17:05:10,nan
opolskie,3.28,0.0158,0.0203,0.65,0.2489,49,76,12,-6,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Opolskie/raw data/Runs=12__g_size=(20, 20)__h_size=3__inf_cash=10__n=818__pct_inf_cust=0.036/Id=0007__b=0.016__m=0.020__v=0.650__h_inf_prob=0.249.csv",beta and mortality,2022-03-30 17:28:58,0.0003562
opolskie,3.30,0.0165,0.0186,0.65,0.2591,49,76,12,8,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Opolskie/raw data/Runs=12__g_size=(20, 20)__h_size=3__inf_cash=10__n=818__pct_inf_cust=0.036/Id=0006__b=0.017__m=0.019__v=0.650__h_inf_prob=0.259.csv",beta and mortality,2022-03-30 17:28:39,0.0003562
opolskie,3.67,0.0191,0.0159,0.65,0.2931,49,76,12,-14,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Opolskie/raw data/Runs=12__g_size=(20, 20)__h_size=3__inf_cash=20__n=818__pct_inf_cust=0/Id=0017__b=0.019__m=0.016__v=0.650__h_inf_prob=0.293.csv",beta,2022-03-24 17:11:33,nan
opolskie,4.30,0.0200,0.0200,0.65,0.3049,49,76,12,6,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Opolskie/raw data/Runs=12__g_size=(20, 20)__h_size=3__inf_cash=20__n=818__pct_inf_cust=0/Id=0003__b=0.020__m=0.020__v=0.650__h_inf_prob=0.305.csv",beta,2022-03-24 17:04:33,nan
opolskie,4.31,0.0165,0.0179,0.65,0.2583,49,76,12,-4,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Opolskie/raw data/Runs=12__g_size=(20, 20)__h_size=3__inf_cash=10__n=818__pct_inf_cust=0.036/Id=0009__b=0.016__m=0.018__v=0.650__h_inf_prob=0.258.csv",beta and mortality,2022-03-30 17:29:37,0.0003562
opolskie,5.72,0.0175,0.0200,0.65,0.2722,49,76,12,-14,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Opolskie/raw data/Runs=12__g_size=(20, 20)__h_size=3__inf_cash=20__n=818__pct_inf_cust=0/Id=0004__b=0.018__m=0.020__v=0.650__h_inf_prob=0.272.csv",beta,2022-03-24 17:04:50,nan
opolskie,6.43,0.0210,0.0175,0.65,0.3180,49,76,12,7,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Opolskie/raw data/Runs=12__g_size=(20, 20)__h_size=3__inf_cash=20__n=818__pct_inf_cust=0/Id=0016__b=0.021__m=0.017__v=0.650__h_inf_prob=0.318.csv",beta,2022-03-24 17:11:16,nan
opolskie,6.87,0.0151,0.0188,0.65,0.2402,49,76,12,-7,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Opolskie/raw data/Runs=12__g_size=(20, 20)__h_size=3__inf_cash=10__n=818__pct_inf_cust=0.036/Id=0004__b=0.015__m=0.019__v=0.650__h_inf_prob=0.240.csv",beta and mortality,2022-03-30 17:28:02,0.0003562
opolskie,7.52,0.0250,0.0125,0.65,0.3660,49,76,12,11,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Opolskie/raw data/Runs=12__g_size=(20, 20)__h_size=3__inf_cash=20__n=818__pct_inf_cust=0/Id=0010__b=0.025__m=0.013__v=0.650__h_inf_prob=0.366.csv",mortality,2022-03-24 17:08:43,nan
opolskie,9.54,0.0250,0.0100,0.65,0.3660,49,76,12,2,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Opolskie/raw data/Runs=12__g_size=(20, 20)__h_size=3__inf_cash=20__n=818__pct_inf_cust=0/Id=0011__b=0.025__m=0.010__v=0.650__h_inf_prob=0.366.csv",mortality,2022-03-24 17:09:01,nan
opolskie,13.20,0.0225,0.0200,0.65,0.3361,49,76,12,15,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Opolskie/raw data/Runs=12__g_size=(20, 20)__h_size=3__inf_cash=20__n=818__pct_inf_cust=0/Id=0002__b=0.023__m=0.020__v=0.650__h_inf_prob=0.336.csv",beta,2022-03-24 17:04:15,nan
opolskie,15.49,0.0226,0.0195,0.65,0.3367,49,76,12,15,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Opolskie/raw data/Runs=12__g_size=(20, 20)__h_size=3__inf_cash=20__n=818__pct_inf_cust=0/Id=0015__b=0.023__m=0.019__v=0.650__h_inf_prob=0.337.csv",beta,2022-03-24 17:10:57,nan
opolskie,19.82,0.0200,0.0200,0.65,0.3049,49,76,12,19,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Opolskie/raw data/Runs=12__g_size=(20, 20)__h_size=3__inf_cash=10__n=818__pct_inf_cust=0.036/Id=0000__b=0.020__m=0.020__v=0.650__h_inf_prob=0.305.csv",beta and mortality,2022-03-30 17:26:46,0.0003562
opolskie,20.47,0.0250,0.0200,0.65,0.3660,49,76,12,22,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Opolskie/raw data/Runs=12__g_size=(20, 20)__h_size=3__inf_cash=20__n=818__pct_inf_cust=0/Id=0000__b=0.025__m=0.020__v=0.650__h_inf_prob=0.366.csv",beta,2022-03-24 17:03:38,nan
opolskie,21.22,0.0250,0.0150,0.65,0.3660,49,76,12,16,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Opolskie/raw data/Runs=12__g_size=(20, 20)__h_size=3__inf_cash=20__n=818__pct_inf_cust=0/Id=0009__b=0.025__m=0.015__v=0.650__h_inf_prob=0.366.csv",mortality,2022-03-24 17:08:26,nan
opolskie,23.83,0.0250,0.0200,0.65,0.3660,49,76,12,23,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Opolskie/raw data/Runs=12__g_size=(20, 20)__h_size=3__inf_cash=20__n=818__pct_inf_cust=0/Id=0012__b=0.025__m=0.020__v=0.650__h_inf_prob=0.366.csv",beta,2022-03-24 17:10:03,nan
opolskie,24.21,0.0250,0.0175,0.65,0.3660,49,76,12,20,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Opolskie/raw data/Runs=12__g_size=(20, 20)__h_size=3__inf_cash=20__n=818__pct_inf_cust=0/Id=0008__b=0.025__m=0.018__v=0.650__h_inf_prob=0.366.csv",mortality,2022-03-24 17:08:07,nan
opolskie,24.60,0.0200,0.0225,0.65,0.3049,49,76,12,21,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Opolskie/raw data/Runs=12__g_size=(20, 20)__h_size=3__inf_cash=10__n=818__pct_inf_cust=0.036/Id=0002__b=0.020__m=0.022__v=0.650__h_inf_prob=0.305.csv",beta and mortality,2022-03-30 17:27:24,0.0003562
opolskie,32.63,0.0250,0.0225,0.65,0.3660,49,76,12,22,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Opolskie/raw data/Runs=12__g_size=(20, 20)__h_size=3__inf_cash=20__n=818__pct_inf_cust=0/Id=0014__b=0.025__m=0.022__v=0.650__h_inf_prob=0.366.csv",beta,2022-03-24 17:10:39,nan
opolskie,33.91,0.0250,0.0200,0.65,0.3660,49,76,12,21,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Opolskie/raw data/Runs=12__g_size=(20, 20)__h_size=3__inf_cash=20__n=818__pct_inf_cust=0/Id=0006__b=0.025__m=0.020__v=0.650__h_inf_prob=0.366.csv",mortality,2022-03-24 17:07:31,nan
opolskie,33.94,0.0250,0.0225,0.65,0.3660,49,76,12,20,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Opolskie/raw data/Runs=12__g_size=(20, 20)__h_size=3__inf_cash=20__n=818__pct_inf_cust=0/Id=0007__b=0.025__m=0.022__v=0.650__h_inf_prob=0.366.csv",mortality,2022-03-24 17:07:49,nan
opolskie,44.90,0.0225,0.0200,0.65,0.3361,49,76,12,23,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Opolskie/raw data/Runs=12__g_size=(20, 20)__h_size=3__inf_cash=10__n=818__pct_inf_cust=0.036/Id=0001__b=0.022__m=0.020__v=0.650__h_inf_prob=0.336.csv",beta and mortality,2022-03-30 17:27:05,0.0003562
opolskie,49.63,0.0275,0.0200,0.65,0.3946,49,76,12,25,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Opolskie/raw data/Runs=12__g_size=(20, 20)__h_size=3__inf_cash=20__n=818__pct_inf_cust=0/Id=0001__b=0.028__m=0.020__v=0.650__h_inf_prob=0.395.csv",beta,2022-03-24 17:03:57,nan
opolskie,66.07,0.0275,0.0200,0.65,0.3946,49,76,12,25,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Opolskie/raw data/Runs=12__g_size=(20, 20)__h_size=3__inf_cash=20__n=818__pct_inf_cust=0/Id=0013__b=0.028__m=0.020__v=0.650__h_inf_prob=0.395.csv",beta,2022-03-24 17:10:21,nan
podkarpackie,15.48,0.0201,0.0228,0.65,0.3056,33,58,12,33,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Podkarpackie/raw data/Runs=12__g_size=(28, 28)__h_size=3__inf_cash=10__n=904__pct_inf_cust=0.0/Id=0008__b=0.020__m=0.023__v=0.650__h_inf_prob=0.306.csv",beta and mortality,2022-03-30 18:17:59,0.0000000
podkarpackie,15.69,0.0200,0.0225,0.65,0.3049,33,58,12,31,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Podkarpackie/raw data/Runs=12__g_size=(28, 28)__h_size=3__inf_cash=10__n=904__pct_inf_cust=0.0/Id=0002__b=0.020__m=0.022__v=0.650__h_inf_prob=0.305.csv",beta and mortality,2022-03-30 18:14:43,0.0000000
podkarpackie,15.79,0.0194,0.0225,0.65,0.2968,33,58,12,33,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Podkarpackie/raw data/Runs=12__g_size=(28, 28)__h_size=3__inf_cash=10__n=904__pct_inf_cust=0.0/Id=0005__b=0.019__m=0.022__v=0.650__h_inf_prob=0.297.csv",beta and mortality,2022-03-30 18:16:20,0.0000000
podkarpackie,16.00,0.0201,0.0231,0.65,0.3066,33,58,12,32,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Podkarpackie/raw data/Runs=12__g_size=(28, 28)__h_size=3__inf_cash=10__n=904__pct_inf_cust=0.0/Id=0009__b=0.020__m=0.023__v=0.650__h_inf_prob=0.307.csv",beta and mortality,2022-03-30 18:18:32,0.0000000
podkarpackie,16.04,0.0203,0.0213,0.65,0.3087,33,58,12,33,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Podkarpackie/raw data/Runs=12__g_size=(28, 28)__h_size=3__inf_cash=10__n=904__pct_inf_cust=0.0/Id=0006__b=0.020__m=0.021__v=0.650__h_inf_prob=0.309.csv",beta and mortality,2022-03-30 18:16:53,0.0000000
